,step,x,y,z,person
7739,91.61,-1.4574,9.6568,2.0294,2
7740,91.64,-1.757,9.4661,1.4165,2
7741,91.67,-0.8853200000000001,9.2346,-0.14982,2
7742,91.711,-0.57205,9.1937,-0.34051,2
7743,91.75,-0.91256,9.003,0.99429,2
7744,91.79,-0.27241,9.1937,1.8387,2
7745,91.831,0.0,9.2346,1.9477,2
7746,91.87200000000001,-0.5311899999999999,9.112,2.1519999999999997,2
7747,91.91,-0.57205,9.8884,2.2201,2
7748,91.95100000000001,-0.46308999999999995,10.651,2.8739,2
7749,91.99,-0.76274,11.564,2.9148,2
7750,92.03,-0.42223,11.605,2.3427,2
7751,92.072,0.72188,10.842,1.9886,2
7752,92.11,1.9477,9.3436,1.5391,2
7753,92.15,2.833,8.5808,1.7298,2
7754,92.191,2.833,8.6217,2.9556,2
7755,92.23,2.0703,8.431000000000001,4.2904,2
7756,92.26,1.4165,8.0769,3.3369999999999997,2
7757,92.29,0.42223,8.0496,2.5606,2
7758,92.33,-0.50395,8.2812,2.2201,2
7759,92.37100000000001,-0.5311899999999999,8.3084,2.3018,2
7760,92.40100000000001,-0.46308999999999995,8.6625,2.5334,2
7761,92.44,-1.0351,8.7715,2.3427,2
7762,92.47,-1.185,9.3027,2.5334,2
7763,92.51,-1.4574,10.038,2.9148,2
7764,92.551,-1.757,10.46,2.7649,2
7765,92.58,-1.4574,11.032,2.3427,2
7766,92.611,-1.3757,11.959000000000001,2.1793,2
7767,92.64,-0.91256,12.720999999999998,2.0703,2
7768,92.671,-0.46308999999999995,11.645,1.2667,2
7769,92.71,0.57205,9.9973,-0.72188,2
7770,92.75,1.0759999999999998,9.5751,-0.76274,2
7771,92.791,0.8036,9.2346,0.10895999999999999,2
7772,92.83,0.57205,7.2733,0.6946399999999999,2
7773,92.86,0.081722,7.0145,1.4982,2
7774,92.89,-0.34051,7.2052,1.6072,2
7775,92.93,-0.34051,7.5865,0.9261799999999999,2
7776,92.96,-0.84446,8.6898,-0.040861,2
7777,92.99,-1.3348,9.1529,-0.29965,2
7778,93.02,-1.4165,9.2346,-0.040861,2
7779,93.05,-1.3757,9.9973,0.72188,2
7780,93.09100000000001,-1.4165,10.924000000000001,1.4574,2
7781,93.13,-1.2258,11.877,1.6072,2
7782,93.17,-1.3076,12.599,1.8387,2
7783,93.211,-0.72188,11.795,2.1112,2
7784,93.25,0.42223,10.187999999999999,2.0703,2
7785,93.29,1.5663,9.4661,2.1112,2
7786,93.331,1.7298,9.1529,1.9886,2
7787,93.37,0.57205,8.7306,1.1441,2
7788,93.41,0.040861,8.1177,0.23155,2
7789,93.45100000000001,-0.27241,7.8589,0.31327,2
7790,93.48,-0.27241,7.5048,1.1441,2
7791,93.51899999999999,-0.27241,7.6683,1.6889,2
7792,93.55,-1.0351,8.431000000000001,2.3699,2
7793,93.59,-1.1169,8.8124,2.5606,2
7794,93.631,-0.8036,9.3844,2.9829,2
7795,93.67,-1.4165,10.46,3.7184,2
7796,93.71,-1.5663,11.373,3.4459,2
7797,93.751,-1.1169,11.795,2.6832,2
7798,93.8,-1.2258,12.107999999999999,2.0294,2
7799,93.83,-1.0759999999999998,10.61,1.2667,2
7800,93.87100000000001,-0.50395,9.507,0.9261799999999999,2
7801,93.9,-0.61292,9.3027,0.9261799999999999,2
7802,93.931,-1.3348,9.003,0.46308999999999995,2
7803,93.96,-1.9205,8.0496,-0.19068,2
7804,93.991,-2.1384,7.2052,-0.61292,2
7805,94.03,-2.0703,7.0826,-0.040861,2
7806,94.06,-2.0294,7.8862,0.9261799999999999,2
7807,94.09,-1.6481,8.1177,1.1169,2
7808,94.12,-1.185,8.3084,1.5391,2
7809,94.15,-1.2258,8.6898,1.9886,2
7810,94.18,-1.185,9.0848,2.0703,2
7811,94.21,-0.61292,9.507,2.1519999999999997,2
7812,94.25,-0.84446,10.569,2.1112,2
7813,94.28,-1.7979,11.536,1.5663,2
7814,94.31,-1.2667,11.686,2.0703,2
7815,94.351,-0.91256,11.727,2.9148,2
7816,94.39,-0.19068,11.754000000000001,3.1735,2
7817,94.43,2.0703,11.605,2.1793,2
7818,94.46,1.757,9.8475,1.3757,2
7819,94.49,1.0351,8.5808,1.4574,2
7820,94.531,0.84446,8.0088,2.0294,2
7821,94.57,0.5311899999999999,7.5865,2.8739,2
7822,94.61,-0.57205,7.2052,2.1112,2
7823,94.65100000000001,-1.757,7.355,1.4982,2
7824,94.69,-2.0294,7.6683,0.99429,2
7825,94.73,-1.8387,8.3901,1.0351,2
7826,94.771,-1.5663,8.7306,1.3076,2
7827,94.81,-0.8853200000000001,10.079,2.0703,2
7828,94.85,-1.0759999999999998,11.605,2.6015,2
7829,94.881,-1.185,12.408,2.7241,2
7830,94.91,-0.95342,12.953,2.8739,2
7831,94.95100000000001,-1.0759999999999998,12.49,2.261,2
7832,94.99,-0.57205,10.46,-0.27241,2
7833,95.03,-0.040861,9.8475,-1.4982,2
7834,95.07,-0.27241,11.140999999999998,-0.91256,2
7835,95.1,0.0,9.9156,-0.72188,2
7836,95.131,0.10895999999999999,7.9270000000000005,0.040861,2
7837,95.17,-0.29965,6.4424,0.6946399999999999,2
7838,95.21,-0.50395,6.17,1.1441,2
7839,95.24,-0.23155,6.9736,0.65378,2
7840,95.27,-0.23155,7.5457,-0.19068,2
7841,95.3,-0.76274,8.1177,-0.42223,2
7842,95.33,-1.7298,8.8124,0.19068,2
7843,95.37799999999999,-1.9477,10.079,1.1441,2
7844,95.41,-1.757,11.536,2.5334,2
7845,95.45,-1.6072,12.762,2.7649,2
7846,95.491,-1.3757,13.525,2.6423,2
7847,95.53,-1.4574,11.835999999999999,2.7922,2
7848,95.57,0.57205,10.229,2.0703,2
7849,95.6,1.9477,10.147,1.4165,2
7850,95.63,0.99429,9.1937,1.1169,2
7851,95.671,0.38137,8.3901,1.2667,2
7852,95.71,0.081722,7.5865,1.0759999999999998,2
7853,95.74,-0.8036,7.3141,0.8036,2
7854,95.77,-1.185,7.4367,0.5311899999999999,2
7855,95.8,-1.4982,7.6274,0.5311899999999999,2
7856,95.83,-1.5663,7.8862,1.3076,2
7857,95.86,-1.6072,8.1586,2.2201,2
7858,95.9,-1.5255,8.1177,2.5334,2
7859,95.93,-1.7298,8.3084,1.9477,2
7860,95.96,-1.7298,9.5751,2.2201,2
7861,95.99,-1.3757,10.732999999999999,2.5606,2
7862,96.02,-1.6481,11.605,2.6015,2
7863,96.05,-2.261,11.877,2.4108,2
7864,96.08,-2.3427,12.449000000000002,1.9477,2
7865,96.11,-2.0294,12.367,1.2258,2
7866,96.15100000000001,-1.7979,11.182,-0.27241,2
7867,96.18,-1.0351,9.8884,-1.8387,2
7868,96.211,-0.50395,9.507,-0.46308999999999995,2
7869,96.24,-0.6946399999999999,9.4661,0.8036,2
7870,96.271,-0.99429,8.6625,0.5311899999999999,2
7871,96.31,-0.84446,7.355,-0.19068,2
7872,96.34,-0.5311899999999999,6.5514,-0.5311899999999999,2
7873,96.37,-1.0351,7.0553,-0.99429,2
7874,96.4,-1.7298,8.2812,-1.3757,2
7875,96.43,-1.9477,9.2755,-0.99429,2
7876,96.46,-1.8387,9.9973,0.040861,2
7877,96.49,-1.5255,10.529000000000002,1.0759999999999998,2
7878,96.52,-1.2258,11.345999999999998,1.8796,2
7879,96.55,-0.42223,12.177,2.1793,2
7880,96.58,0.34051,12.217,2.6832,2
7881,96.61,0.61292,12.149000000000001,3.3369999999999997,2
7882,96.64,0.61292,13.020999999999999,3.7865,2
7883,96.67,0.10895999999999999,12.068,2.7922,2
7884,96.7,-0.27241,10.187999999999999,1.2667,2
7885,96.73,0.14982,9.2346,0.72188,2
7886,96.76,0.46308999999999995,8.1586,0.10895999999999999,2
7887,96.79,0.10895999999999999,7.6274,-0.040861,2
7888,96.82,-0.84446,7.6955,0.040861,2
7889,96.85,-1.5255,7.6683,0.27241,2
7890,96.88,-2.2201,7.7772,0.46308999999999995,2
7891,96.91,-2.5334,7.8589,0.19068,2
7892,96.94,-2.6423,7.7772,0.31327,2
7893,96.97,-3.0646,7.9679,1.0759999999999998,2
7894,97.0,-3.2553,7.7364,1.9205,2
7895,97.03,-3.0237,7.4639999999999995,2.261,2
7896,97.06,-1.8796,7.6274,2.4925,2
7897,97.09,-0.95342,8.431000000000001,2.3699,2
7898,97.12,-1.2258,9.7249,2.833,2
7899,97.15,-2.6015,11.073,3.2144,2
7900,97.18,-3.2553,11.605,3.0646,2
7901,97.22,-3.4459,11.455,1.8796,2
7902,97.25,-2.4925,13.484000000000002,0.99429,2
7903,97.281,-2.0294,14.015,0.42223,2
7904,97.31,-1.2667,11.264000000000001,-1.185,2
7905,97.34,0.0,9.112,-2.5334,2
7906,97.37,0.57205,9.2755,-2.4925,2
7907,97.4,0.34051,10.27,-2.1112,2
7908,97.43,0.081722,9.8475,-1.4165,2
7909,97.461,0.19068,8.8941,-0.99429,2
7910,97.49,0.27241,8.0088,-0.34051,2
7911,97.52,-0.14982,7.6274,0.081722,2
7912,97.55,-0.040861,7.3958,0.0,2
7913,97.581,0.0,7.2052,0.081722,2
7914,97.61,-0.27241,7.5048,0.42223,2
7915,97.64,-0.42223,8.2812,0.76274,2
7916,97.67,-0.34051,9.8066,0.84446,2
7917,97.7,-0.8036,11.645,0.34051,2
7918,97.73,-0.91256,13.212,0.31327,2
7919,97.76,-0.5311899999999999,14.669,1.1441,2
7920,97.79,-0.91256,13.593,1.7979,2
7921,97.82,0.19068,11.114,1.1441,2
7922,97.85,1.185,9.1937,0.42223,2
7923,97.88,1.0351,8.6625,0.0,2
7924,97.91,0.0,8.6625,0.95342,2
7925,97.94,-0.040861,8.5808,1.1441,2
7926,97.971,0.19068,8.3084,0.42223,2
7927,98.0,-0.34051,7.7364,0.040861,2
7928,98.038,-0.99429,7.4367,0.42223,2
7929,98.07,-1.0351,7.3958,1.3757,2
7930,98.1,-1.1169,8.0496,2.1793,2
7931,98.13,-1.2258,8.0769,2.3427,2
7932,98.16,-1.2667,8.0769,1.9477,2
7933,98.191,-0.99429,8.4991,1.8387,2
7934,98.22,-0.95342,9.5751,1.9886,2
7935,98.26,-1.4574,10.569,2.1112,2
7936,98.29,-2.4108,11.032,2.1519999999999997,2
7937,98.331,-2.9148,10.079,2.0703,2
7938,98.36,-2.7922,10.692,2.7241,2
7939,98.4,-2.6832,12.34,2.4925,2
7940,98.44,-2.0703,12.599,0.5311899999999999,2
7941,98.47,-0.34051,11.222999999999999,-1.5255,2
7942,98.5,-0.040861,10.46,-1.757,2
7943,98.53,0.46308999999999995,9.8066,-1.2258,2
7944,98.57,0.57205,8.7306,0.081722,2
7945,98.611,0.31327,7.5048,0.99429,2
7946,98.65,0.081722,6.9736,1.2258,2
7947,98.69,-0.61292,7.1234,0.5311899999999999,2
7948,98.73100000000001,-2.1384,7.6955,0.19068,2
7949,98.77,-2.5334,7.7364,-0.19068,2
7950,98.81,-2.4517,8.5808,0.14982,2
7951,98.84,-2.3427,10.27,1.0351,2
7952,98.87,-2.0703,11.918,1.3348,2
7953,98.90100000000001,-1.4982,13.253,1.1169,2
7954,98.93,-1.4574,13.825,1.1169,2
7955,98.97200000000001,-1.4982,12.681,1.4982,2
7956,99.021,1.2258,11.455,1.1441,2
7957,99.05,3.5277,11.985999999999999,0.46308999999999995,2
7958,99.09100000000001,1.9886,10.800999999999998,0.8853200000000001,2
7959,99.13,1.0759999999999998,9.1529,1.6072,2
7960,99.16,-0.42223,7.9270000000000005,1.1441,2
7961,99.19,-1.2667,7.5048,1.1441,2
7962,99.22,-1.5663,7.1643,1.3348,2
7963,99.25,-1.9205,7.0553,0.99429,2
7964,99.28,-2.3699,7.2733,0.65378,2
7965,99.31,-2.0294,6.6604,0.42223,2
7966,99.35,-0.8853200000000001,6.851,1.1441,2
7967,99.391,-1.1441,8.9622,1.6481,2
7968,99.43,-1.6481,11.114,1.3348,2
7969,99.47,-2.6015,12.149000000000001,1.757,2
7970,99.51100000000001,-3.1463,11.918,1.9205,2
7971,99.55,-2.6832,10.924000000000001,1.9205,2
7972,99.59,-1.2667,8.3493,-0.27241,2
7973,99.62,-0.42223,8.7306,-0.46308999999999995,2
7974,99.65,-0.23155,9.9156,-0.23155,2
7975,99.68,-0.65378,10.27,0.081722,2
7976,99.71,-0.95342,9.6977,0.42223,2
7977,99.751,-0.65378,8.5808,0.72188,2
7978,99.79,-0.23155,7.3141,1.1169,2
7979,99.82,0.14982,7.0145,1.5663,2
7980,99.85,0.31327,6.7829,1.9886,2
7981,99.88,0.0,7.246,2.261,2
7982,99.91,-1.0759999999999998,8.5808,2.261,2
7983,99.94,-2.3018,10.950999999999999,1.8387,2
7984,99.97,-3.0646,12.64,1.5391,2
7985,100.0,-3.7865,13.375,0.6946399999999999,2
7986,100.03,-3.9771,13.443,-0.14982,2
7987,100.06,-3.7865,13.020999999999999,0.50395,2
7988,100.09,-2.7241,11.754000000000001,1.9477,2
7989,100.12,-0.5311899999999999,10.038,2.5334,2
7990,100.15,1.3076,9.0439,2.0703,2
7991,100.18,2.6832,8.9622,1.4574,2
7992,100.21,3.1054,8.8532,2.1112,2
7993,100.24,2.1112,8.54,2.9148,2
7994,100.27,0.95342,8.6898,3.0646,2
7995,100.3,1.0351,8.4991,2.2201,2
7996,100.33,0.76274,7.8862,1.4982,2
7997,100.37,-0.29965,7.2052,1.3348,2
7998,100.4,-1.3076,7.355,1.3076,2
7999,100.43,-1.2667,7.5048,1.4574,2
8000,100.46,-1.3757,7.7364,1.7979,2
8001,100.49,-1.6889,8.0496,1.8796,2
8002,100.53,-1.6481,8.7715,1.9477,2
8003,100.56,-1.2667,10.229,2.4108,2
8004,100.59,-1.5255,11.222999999999999,2.4108,2
8005,100.63,-2.261,11.795,2.3018,2
8006,100.66,-1.7979,12.068,2.2201,2
8007,100.69,-1.2667,13.593,1.9886,2
8008,100.72,-0.8036,14.015,1.1169,2
8009,100.75,0.5311899999999999,11.754000000000001,-0.65378,2
8010,100.79,1.3757,9.9565,-1.1441,2
8011,100.82,1.4982,9.9565,0.23155,2
8012,100.85,0.6946399999999999,9.9565,0.84446,2
8013,100.88,-0.27241,8.5808,1.0759999999999998,2
8014,100.91,-0.29965,6.9328,0.8853200000000001,2
8015,100.94,-0.14982,6.0883,0.081722,2
8016,100.97,-0.46308999999999995,7.1643,-0.34051,2
8017,101.0,-0.91256,8.0769,-0.8853200000000001,2
8018,101.03,-1.2258,8.5808,-1.3757,2
8019,101.06,-1.3348,9.3027,-0.76274,2
8020,101.09,-1.5255,10.842,0.38137,2
8021,101.12,-1.4982,11.564,0.76274,2
8022,101.15,-1.0759999999999998,12.068,1.3348,2
8023,101.18,-0.8853200000000001,12.49,2.2201,2
8024,101.21,-1.185,12.64,3.1054,2
8025,101.24,-1.3348,12.79,2.6423,2
8026,101.27,-0.040861,12.762,1.3757,2
8027,101.3,2.9829,12.64,0.23155,2
8028,101.33,4.3994,11.222999999999999,-0.65378,2
8029,101.36,3.8273,9.6568,0.0,2
8030,101.39,3.6775,8.6217,1.2258,2
8031,101.42,3.909,8.6625,2.3427,2
8032,101.45,3.2144,9.1529,2.2201,2
8033,101.48,1.6481,8.431000000000001,1.2667,2
8034,101.51,0.34051,7.6955,0.34051,2
8035,101.54,0.0,7.6274,-0.46308999999999995,2
8036,101.57,-0.42223,7.6955,-0.91256,2
8037,101.6,-1.4574,7.6955,-0.34051,2
8038,101.63,-1.9886,7.9270000000000005,0.95342,2
8039,101.68,-1.0351,8.2403,1.6889,2
8040,101.71,-0.95342,8.6898,1.6072,2
8041,101.74,-1.1169,8.8532,1.4982,2
8042,101.77,-0.84446,8.6217,1.185,2
8043,101.8,-0.23155,8.6625,1.2258,2
8044,101.83,0.14982,9.0848,1.9477,2
8045,101.86,0.61292,9.9156,2.7241,2
8046,101.89,0.38137,11.114,3.9908,2
8047,101.92,-0.50395,12.762,3.7865,2
8048,101.95,-0.42223,15.282,1.9205,2
8049,101.98,-0.19068,16.045,0.081722,2
8050,102.03,-0.27241,12.83,-2.261,2
8051,102.06,0.34051,10.338,-1.4165,2
8052,102.09,0.6946399999999999,9.3436,-0.46308999999999995,2
8053,102.12,0.50395,8.6625,-0.10895999999999999,2
8054,102.15,0.27241,7.3141,-0.19068,2
8055,102.18,0.46308999999999995,5.7478,-0.42223,2
8056,102.21,0.57205,5.0123,-0.72188,2
8057,102.25,0.34051,5.1349,-1.185,2
8058,102.28,-0.5311899999999999,6.279,-1.9205,2
8059,102.31,-0.38137,8.0496,-1.4574,2
8060,102.34,-0.23155,9.7658,-0.040861,2
8061,102.37,-0.42223,11.373,0.95342,2
8062,102.4,-0.50395,11.645,1.3076,2
8063,102.43,-0.040861,11.140999999999998,1.0351,2
8064,102.46,0.31327,11.564,0.72188,2
8065,102.49,0.6946399999999999,12.299000000000001,0.23155,2
8066,102.52,1.5391,13.212,-0.34051,2
8067,102.55,1.8796,14.138,0.6946399999999999,2
8068,102.58,2.7922,13.334000000000001,1.3757,2
8069,102.61,4.8625,12.599,1.0759999999999998,2
8070,102.64,6.0883,11.918,1.9886,2
8071,102.67,3.4051,9.112,2.5606,2
8072,102.7,0.8036,6.3607,1.4165,2
8073,102.73,1.4574,4.985,0.14982,2
8074,102.76,2.0703,4.3721,-0.50395,2
8075,102.79,1.185,4.2087,0.10895999999999999,2
8076,102.82,0.081722,4.9442,0.6946399999999999,2
8077,102.85,-0.14982,6.17,1.6481,2
8078,102.88,0.10895999999999999,7.2733,2.6423,2
8079,102.91,0.040861,9.0848,1.9477,2
8080,102.94,-0.50395,10.187999999999999,0.9261799999999999,2
8081,102.97,-1.3348,10.529000000000002,0.50395,2
8082,103.0,-1.5255,10.732999999999999,0.5311899999999999,2
8083,103.03,-0.57205,10.800999999999998,1.0759999999999998,2
8084,103.06,-0.14982,11.114,2.3018,2
8085,103.09,-0.10895999999999999,11.686,3.5958,2
8086,103.12,0.040861,12.177,3.3778,2
8087,103.15,0.61292,13.402000000000001,1.6481,2
8088,103.18,0.72188,14.751,0.42223,2
8089,103.21,1.1441,13.716,-0.34051,2
8090,103.24,1.6889,11.835999999999999,-0.65378,2
8091,103.27,2.1112,11.114,-0.42223,2
8092,103.3,2.0294,10.692,-0.5311899999999999,2
8093,103.33,1.3757,9.7249,-0.72188,2
8094,103.36,0.95342,7.9270000000000005,-1.0351,2
8095,103.39,0.84446,6.1292,-1.1441,2
8096,103.42,0.72188,5.2166,-0.95342,2
8097,103.45,0.27241,4.3721,-0.5311899999999999,2
8098,103.48,-0.19068,4.1406,-0.50395,2
8099,103.51,-0.50395,4.9442,-0.6946399999999999,2
8100,103.54,-0.6946399999999999,5.7069,-0.38137,2
8101,103.57,-0.91256,6.5514,-0.040861,2
8102,103.6,-1.2667,9.003,0.0,2
8103,103.63,-1.7298,12.449000000000002,0.19068,2
8104,103.66,-1.8387,14.982000000000001,0.61292,2
8105,103.69,-1.4574,16.086,1.0759999999999998,2
8106,103.72,-0.99429,15.786,1.0351,2
8107,103.76,-0.040861,15.704,0.0,2
8108,103.79,2.9829,13.866,-0.95342,2
8109,103.82,4.7535,12.149000000000001,-1.185,2
8110,103.85,4.018,10.529000000000002,-1.1441,2
8111,103.88,2.3018,8.7306,-0.6946399999999999,2
8112,103.91,1.3757,7.3141,-0.081722,2
8113,103.94,0.61292,6.4016,0.31327,2
8114,103.97,0.0,5.7069,0.23155,2
8115,104.0,-0.5311899999999999,5.1757,0.31327,2
8116,104.03,-0.8036,4.9442,0.5311899999999999,2
8117,104.06,-0.50395,4.9033,0.19068,2
8118,104.09,-0.38137,5.3256,0.081722,2
8119,104.12,-0.84446,6.0883,0.42223,2
8120,104.15,-1.4165,6.851,0.84446,2
8121,104.18,-1.4574,7.8181,0.72188,2
8122,104.21,-1.5255,9.0848,0.9261799999999999,2
8123,104.24,-1.8796,10.038,1.6072,2
8124,104.27,-1.6889,10.692,2.0703,2
8125,104.3,-1.7298,11.536,2.4108,2
8126,104.33,-2.261,12.720999999999998,2.5606,2
8127,104.36,-2.261,15.132,2.0703,2
8128,104.39,-2.1112,15.827,1.1441,2
8129,104.42,-1.2258,13.525,-0.6946399999999999,2
8130,104.45,-0.23155,11.605,-1.9886,2
8131,104.48,0.10895999999999999,10.46,-1.9477,2
8132,104.51,0.95342,9.8066,-1.4165,2
8133,104.54,1.757,8.4719,-0.8853200000000001,2
8134,104.57,1.6481,6.8238,-0.91256,2
8135,104.6,1.0351,5.598,-1.2667,2
8136,104.63,0.42223,5.1349,-1.2667,2
8137,104.66,0.0,5.8567,-1.185,2
8138,104.69,-0.5311899999999999,7.246,-0.99429,2
8139,104.72,-1.9886,8.2403,-0.46308999999999995,2
8140,104.75,-3.2961,9.112,-0.14982,2
8141,104.78,-4.8216,9.8066,0.31327,2
8142,104.81,-5.5571,10.147,-0.50395,2
8143,104.84,-3.7592,12.953,-2.2201,2
8144,104.87,-2.6015,14.982000000000001,-0.50395,2
8145,104.9,-0.14982,14.056,1.6072,2
8146,104.93,2.3018,12.367,2.7241,2
8147,104.96,2.4108,11.114,5.0531,2
8148,104.99,2.9829,11.222999999999999,3.2144,2
8149,105.02,2.8739,11.414000000000001,-1.4165,2
8150,105.05,1.2667,11.564,-2.5334,2
8151,105.08,0.5311899999999999,10.76,-1.4982,2
8152,105.11,0.0,9.3027,-0.46308999999999995,2
8153,105.14,-1.3757,7.7772,0.38137,2
8154,105.17,-3.2144,7.1234,0.61292,2
8155,105.2,-4.4402,7.4367,-0.76274,2
8156,105.23,-5.1757,6.8919,-2.7513,2
8157,105.26,-4.8216,6.4016,-3.8273,2
8158,105.29,-3.6366,6.4697,-1.9205,2
8159,105.32,-2.4108,6.5514,0.72188,2
8160,105.35,-1.2667,6.7012,1.185,2
8161,105.38,-0.34051,7.1643,0.76274,2
8162,105.41,-0.23155,7.0145,2.1793,2
8163,105.44,-1.9886,14.329,5.4073,2
8164,105.47,-2.4517,14.71,5.5571,2
8165,105.5,-2.1793,11.222999999999999,2.9829,2
8166,105.53,-2.4925,10.311,1.757,2
8167,105.56,-2.7513,11.564,0.57205,2
8168,105.59,-2.9556,12.870999999999999,-1.1169,2
8169,105.62,-2.3427,12.408,-2.4517,2
8170,105.65,-1.2667,11.032,-2.6423,2
8171,105.68,-0.5311899999999999,11.373,-1.9886,2
8172,105.71,0.23155,10.924000000000001,-0.50395,2
8173,105.74,0.19068,9.1529,0.84446,2
8174,105.77,-0.081722,6.9736,0.34051,2
8175,105.8,0.38137,5.7069,-0.38137,2
8176,105.83,0.65378,5.5162,-0.50395,2
8177,105.86,0.34051,5.8976,0.0,2
8178,105.89,-0.040861,7.0553,0.57205,2
8179,105.92,-0.6946399999999999,8.3084,0.72188,2
8180,105.95,-1.9477,9.4253,0.95342,2
8181,105.98,-2.2201,10.338,0.95342,2
8182,106.01,-2.1793,11.605,0.57205,2
8183,106.04,-2.4925,13.253,0.31327,2
8184,106.07,-2.7513,14.247,0.99429,2
8185,106.1,-1.8387,13.675,2.5334,2
8186,106.13,-0.8036,12.027000000000001,1.9205,2
8187,106.16,-0.081722,11.114,-0.040861,2
8188,106.19,0.6946399999999999,10.800999999999998,-1.3348,2
8189,106.22,1.7298,10.501,-0.99429,2
8190,106.25,0.8853200000000001,9.2346,-0.38137,2
8191,106.28,-0.72188,8.3493,0.27241,2
8192,106.31,-1.757,7.3958,0.14982,2
8193,106.34,-1.7979,6.7012,-0.38137,2
8194,106.37,-1.757,6.4424,-0.46308999999999995,2
8195,106.4,-1.9477,6.279,-0.46308999999999995,2
8196,106.43,-2.3699,6.5922,0.0,2
8197,106.46,-2.6015,7.0145,0.6946399999999999,2
8198,106.49,-2.3699,7.8589,1.3076,2
8199,106.52,-2.261,8.9213,1.9477,2
8200,106.55,-2.1793,9.616,2.3018,2
8201,106.58,-1.9477,10.883,2.0703,2
8202,106.61,-2.7241,12.367,1.9477,2
8203,106.64,-4.2904,11.795,1.6481,2
8204,106.67,-4.018,10.883,1.3757,2
8205,106.7,-3.2144,11.305,0.9261799999999999,2
8206,106.73,-2.7922,12.177,0.34051,2
8207,106.76,-1.8796,11.795,-1.185,2
8208,106.79,-0.76274,10.924000000000001,-1.9477,2
8209,106.82,-0.34051,10.950999999999999,-1.3348,2
8210,106.85,-0.72188,11.564,-0.5311899999999999,2
8211,106.88,-0.57205,10.732999999999999,0.46308999999999995,2
8212,106.91,-0.10895999999999999,8.0769,0.27241,2
8213,106.94,-0.081722,5.9385,-0.29965,2
8214,106.97,-0.081722,4.8216,-0.27241,2
8215,107.0,-0.14982,4.5628,-0.040861,2
8216,107.03,-0.46308999999999995,5.5162,0.34051,2
8217,107.06,-0.8853200000000001,7.2733,0.31327,2
8218,107.09,-1.4982,9.112,-0.23155,2
8219,107.12,-1.9205,10.529000000000002,-0.27241,2
8220,107.15,-1.9205,12.027000000000001,0.50395,2
8221,107.18,-2.3018,12.449000000000002,1.1169,2
8222,107.21,-2.9829,12.367,1.6072,2
8223,107.24,-2.7513,13.484000000000002,1.757,2
8224,107.27,-1.0759999999999998,14.056,0.72188,2
8225,107.3,1.4982,13.062000000000001,-0.23155,2
8226,107.33,2.4517,11.686,-0.14982,2
8227,107.36,2.3699,10.079,-0.10895999999999999,2
8228,107.39,1.7979,8.9213,0.040861,2
8229,107.42,0.46308999999999995,8.1995,0.8036,2
8230,107.45,-0.19068,7.3958,0.42223,2
8231,107.48,-0.19068,6.7421,-0.23155,2
8232,107.51,-0.84446,6.4016,-0.34051,2
8233,107.54,-1.6072,6.279,-0.14982,2
8234,107.57,-2.0294,6.4016,0.46308999999999995,2
8235,107.65,-2.261,7.0553,1.0759999999999998,2
8236,107.74,0.27241,7.6955,0.65378,2
8237,107.78,1.6072,7.8862,3.7865,2
8238,107.83,1.0759999999999998,9.2346,3.8273,2
8239,107.87,0.34051,9.4661,3.2553,2
8240,107.9,-0.6946399999999999,7.9679,3.8682,2
8241,107.93,-2.2201,8.4719,1.3348,2
8242,107.96,-2.4925,11.495999999999999,0.10895999999999999,2
8243,107.99,-2.261,13.212,0.95342,2
8244,108.02,-2.3699,12.870999999999999,2.6832,2
8245,108.05,0.95342,10.569,1.4165,2
8246,108.08,2.7241,8.5808,-1.2258,2
8247,108.11,0.61292,8.7306,-1.0351,2
8248,108.14,-1.6072,9.9156,-0.081722,2
8249,108.17,-1.4165,11.345999999999998,-0.46308999999999995,2
8250,108.2,-0.42223,10.42,-0.10895999999999999,2
8251,108.23,0.0,9.112,0.27241,2
8252,108.26,-1.1169,8.6217,0.040861,2
8253,108.29,-2.0294,7.9679,-0.72188,2
8254,108.32,-2.1384,8.1995,-0.65378,2
8255,108.35,-2.6423,8.8941,0.14982,2
8256,108.38,-3.1463,8.8941,0.65378,2
8257,108.41,-2.7513,8.6217,0.95342,2
8258,108.44,-2.6423,8.7306,0.5311899999999999,2
8259,108.47,-2.7241,9.003,0.42223,2
8260,108.5,-2.5334,9.7249,0.46308999999999995,2
8261,108.53,-2.5334,10.038,0.57205,2
8262,108.56,-2.3427,10.529000000000002,0.9261799999999999,2
8263,108.59,-2.4517,10.529000000000002,1.757,2
8264,108.62,-2.6015,11.114,2.0294,2
8265,108.65,-1.3757,11.114,1.4165,2
8266,108.68,-0.6946399999999999,11.605,0.38137,2
8267,108.71,0.19068,11.073,0.95342,2
8268,108.74,2.1519999999999997,9.5342,-0.081722,2
8269,108.77,1.9205,8.8124,-0.76274,2
8270,108.81,0.38137,9.0848,0.10895999999999999,2
8271,108.84,0.31327,8.9622,0.61292,2
8272,108.87,0.38137,8.4719,0.42223,2
8273,108.9,1.4574,7.8589,0.8853200000000001,2
8274,108.93,1.3348,9.3844,1.2258,2
8275,108.96,0.10895999999999999,9.5751,1.9205,2
8276,108.99,0.8036,8.431000000000001,1.2667,2
